loan_id,customer_id,issue_date,funded_amount,total_payment,int_rate,grade,term_months,loan_status,purpose,dti,annual_income,address_state,credit_score,home_ownership,employment_length,verification_status,application_type,delinq_2yrs,open_accounts,revol_util,installment,emp_length_yrs,sub_grade,desc_len
4177,5270,2026-03-10,15200.0,1484.19,11.49,C,60,Charged Off,other,34.36,32800.0,NY,643,RENT,6.9,Not Verified,Individual,0,4,77.5,282.43,6.9,C3,399
4178,11646,2026-01-19,27000.0,3080.22,8.83,B,60,Charged Off,credit_card,35.1,166400.0,IL,736,OWN,9.1,Verified,Individual,0,6,49.3,489.72,9.1,B2,233
4179,5380,2026-07-05,27800.0,52547.78,17.8,D,60,Fully Paid,major_purchase,14.16,88400.0,MO,774,MORTGAGE,5.5,Source Verified,Individual,0,24,7.2,545.83,5.5,D1,195
4180,13302,2026-09-20,9500.0,893.61,12.42,C,36,Current,debt_consolidation,35.85,98700.0,NY,644,MORTGAGE,14.5,Not Verified,Individual,0,3,52.7,296.67,14.5,C1,145
4181,9117,2026-11-03,12700.0,684.29,16.17,D,36,Current,debt_consolidation,20.43,104600.0,OH,600,MORTGAGE,13.9,Source Verified,Individual,1,22,32.5,409.83,13.9,D1,110
4182,14858,2026-12-27,23500.0,470.0,13.61,D,60,Charged Off,home_improvement,18.27,47500.0,MD,775,RENT,1.4,Source Verified,Individual,0,17,29.2,444.98,1.4,D5,137
4183,11063,2026-10-27,11500.0,14470.1,8.61,B,36,Fully Paid,credit_card,19.39,80300.0,MA,850,RENT,2.1,Verified,Individual,0,15,41.9,346.95,2.1,B2,155
4184,3458,2026-11-13,12000.0,536.99,8.68,B,36,Current,home_improvement,11.88,121900.0,FL,629,RENT,13.4,Verified,Individual,1,10,60.6,362.26,13.4,B4,109
4185,12669,2026-06-03,19800.0,32204.29,12.53,C,60,Fully Paid,credit_card,16.04,26500.0,VA,687,RENT,14.7,Verified,Individual,0,2,88.9,371.35,14.7,C1,255
4186,7837,2026-10-10,35200.0,1600.88,7.86,B,60,Current,home_improvement,15.35,85000.0,CA,601,RENT,8.0,Source Verified,Individual,1,20,56.1,632.77,8.0,B1,243
4187,11015,2026-09-18,23000.0,31898.45,12.9,C,36,Fully Paid,credit_card,17.02,62700.0,PA,816,MORTGAGE,0.0,Verified,Joint,0,8,63.8,721.28,0.0,C1,190
4188,125,2026-03-03,22000.0,34332.44,11.21,C,60,Fully Paid,home_improvement,18.41,124200.0,MI,762,MORTGAGE,1.8,Not Verified,Individual,0,9,20.8,407.77,1.8,C2,380
4189,173,2026-05-02,17400.0,1395.81,25.53,G,60,Charged Off,debt_consolidation,33.1,137200.0,OH,665,OWN,3.8,Verified,Individual,0,4,83.5,364.03,3.8,G4,228
4190,9456,2026-08-01,4600.0,7446.81,12.38,B,60,Fully Paid,home_improvement,38.59,70700.0,TN,750,MORTGAGE,7.0,Not Verified,Individual,0,3,55.5,86.16,7.0,B3,178
4191,12484,2026-12-20,11400.0,18447.36,12.36,C,60,Fully Paid,debt_consolidation,4.8,100200.0,CA,723,MORTGAGE,3.8,Source Verified,Joint,0,4,40.5,213.49,3.8,C2,173
4192,13985,2026-01-09,12600.0,16368.78,9.97,C,36,Fully Paid,debt_consolidation,19.37,97800.0,PA,850,MORTGAGE,8.2,Not Verified,Individual,2,17,47.5,384.9,8.2,C5,202
4193,7582,2026-03-13,5700.0,918.25,9.42,B,60,Current,car,13.01,53900.0,PA,770,RENT,7.4,Verified,Joint,2,17,54.5,103.95,7.4,B2,292
4194,582,2026-05-23,18000.0,25306.71,13.53,D,36,Fully Paid,medical,12.12,27400.0,NY,613,RENT,8.2,Verified,Individual,0,11,55.4,567.65,8.2,D4,146
4195,909,2026-10-19,11400.0,770.41,11.79,C,36,Current,home_improvement,23.66,111800.0,GA,705,RENT,0.0,Source Verified,Individual,0,14,58.8,354.0,0.0,C5,264
4196,10843,2026-07-04,2600.0,3307.45,9.07,B,36,Fully Paid,credit_card,12.05,60000.0,MA,811,MORTGAGE,9.0,Verified,Individual,0,2,52.0,78.77,9.0,B1,169
4197,1552,2026-06-12,16300.0,1087.86,18.42,E,36,Charged Off,home_improvement,21.98,63900.0,NY,645,OWN,2.1,Verified,Joint,0,24,36.5,536.2,2.1,E4,1
4198,7499,2026-08-19,26000.0,41013.94,11.55,C,60,Fully Paid,major_purchase,27.27,90500.0,MI,661,MORTGAGE,5.9,Not Verified,Individual,0,18,43.4,483.38,5.9,C4,353
4199,13021,2026-01-21,28500.0,8979.45,13.35,C,36,Current,car,12.03,49600.0,CA,638,OWN,3.8,Verified,Joint,1,18,32.8,897.39,3.8,C1,287
4200,12817,2026-12-22,12200.0,244.0,14.81,D,60,Charged Off,home_improvement,34.9,407400.0,TX,719,MORTGAGE,10.4,Verified,Individual,0,19,39.5,233.45,10.4,D1,20
4201,8728,2026-11-21,16200.0,363.95,17.41,E,60,Current,credit_card,18.9,87900.0,MD,650,RENT,5.3,Not Verified,Individual,1,12,53.3,317.02,5.3,E1,316
4202,8808,2026-08-08,7000.0,560.0,11.81,C,60,Current,credit_card,17.11,68200.0,AZ,680,MORTGAGE,0.9,Verified,Individual,1,11,36.7,130.44,0.9,C2,129
4203,11408,2026-11-16,6200.0,260.46,10.14,B,36,Current,small_business,24.08,105100.0,TX,620,MORTGAGE,2.5,Verified,Joint,0,17,41.6,189.69,2.5,B3,203
4204,6540,2026-09-15,24200.0,2386.85,15.89,D,36,Current,major_purchase,36.72,23000.0,IL,676,RENT,7.5,Not Verified,Individual,0,15,59.5,779.03,7.5,D4,385
4205,14341,2026-01-04,12400.0,4099.36,9.12,B,36,Current,medical,19.46,32000.0,WA,765,RENT,10.3,Verified,Joint,0,2,29.0,375.87,10.3,B5,276
4206,11757,2026-11-11,31800.0,888.66,9.17,B,60,Current,major_purchase,15.09,81500.0,CA,733,RENT,6.0,Not Verified,Individual,0,24,65.9,578.58,6.0,B5,24
4207,328,2026-12-06,9100.0,182.0,4.17,A,60,Current,home_improvement,18.74,66000.0,NC,694,OWN,9.9,Source Verified,Individual,0,16,59.6,157.99,9.9,A2,319
4208,6623,2026-10-06,37000.0,1763.84,12.23,C,60,Current,debt_consolidation,17.59,33700.0,MO,806,RENT,0.0,Source Verified,Individual,1,6,55.1,692.07,0.0,C1,335
4209,8089,2026-02-12,6500.0,690.25,12.26,C,60,Charged Off,credit_card,19.6,102000.0,TN,734,RENT,12.1,Verified,Individual,0,6,73.3,121.61,12.1,C1,164
4210,3537,2026-12-27,14300.0,17773.91,8.1,B,36,Fully Paid,debt_consolidation,5.91,71400.0,TX,770,MORTGAGE,6.4,Verified,Individual,0,15,23.9,429.39,6.4,B1,152
4211,13478,2026-07-24,15400.0,2264.29,8.27,B,36,Current,vacation,12.65,45200.0,CA,642,MORTGAGE,7.6,Not Verified,Individual,0,16,66.0,463.15,7.6,B5,367
4212,4850,2026-11-16,19000.0,478.9,13.13,C,60,Current,credit_card,17.95,57100.0,NY,701,MORTGAGE,12.8,Not Verified,Individual,0,12,77.3,358.26,12.8,C3,178
4213,5696,2026-12-15,22700.0,454.0,10.07,B,36,Current,vacation,27.79,90800.0,FL,850,MORTGAGE,14.2,Not Verified,Individual,0,15,60.8,694.08,14.2,B3,344
4214,8253,2026-04-20,17200.0,2412.71,14.16,D,60,Current,credit_card,14.08,97200.0,TX,660,RENT,8.8,Not Verified,Joint,0,15,17.2,327.26,8.8,D5,298
4215,8015,2026-06-20,5300.0,9409.18,15.51,D,60,Fully Paid,home_improvement,18.56,73500.0,OH,636,RENT,8.4,Verified,Individual,1,21,60.7,102.03,8.4,D4,119
4216,7017,2026-02-20,37800.0,57485.49,10.42,B,60,Fully Paid,credit_card,8.86,88700.0,MI,810,MORTGAGE,2.4,Verified,Individual,0,6,41.5,695.62,2.4,B5,122
4217,10508,2026-11-24,22800.0,34373.0,10.15,B,60,Fully Paid,vacation,20.3,112300.0,FL,781,RENT,0.0,Not Verified,Individual,0,19,42.3,418.58,0.0,B1,219
4218,13185,2026-11-13,11100.0,496.71,10.41,B,36,Current,home_improvement,17.34,39200.0,IL,699,RENT,2.5,Verified,Individual,0,12,64.3,340.44,2.5,B1,356
4219,9648,2026-09-14,11100.0,662.96,13.96,D,60,Current,credit_card,21.96,140400.0,TN,771,MORTGAGE,10.9,Verified,Joint,1,8,33.5,210.83,10.9,D5,137
4220,9240,2026-11-18,18400.0,443.62,10.9,C,60,Current,credit_card,13.62,131300.0,CA,712,RENT,5.1,Verified,Individual,0,5,74.9,340.09,5.1,C1,150
4221,5714,2026-04-15,40000.0,9534.25,11.35,B,36,Current,debt_consolidation,26.94,100500.0,GA,850,RENT,1.9,Source Verified,Individual,1,14,46.2,1237.2,1.9,B2,228
4222,3931,2026-04-09,5200.0,1267.95,12.68,C,36,Current,major_purchase,19.67,50600.0,VA,620,RENT,8.3,Verified,Individual,1,14,17.1,162.76,8.3,C2,29
4223,13325,2026-08-08,13900.0,667.2,8.78,B,60,Charged Off,credit_card,17.87,34600.0,MI,691,RENT,2.1,Not Verified,Individual,0,4,21.2,252.01,2.1,B5,135
4224,10425,2026-04-14,17600.0,21471.01,7.33,A,36,Fully Paid,small_business,15.2,91600.0,NJ,616,OWN,1.3,Not Verified,Joint,0,10,36.7,524.73,1.3,A3,282
4225,8658,2026-05-18,2800.0,349.81,10.9,B,60,Current,debt_consolidation,15.25,40400.0,TX,582,MORTGAGE,5.6,Verified,Individual,1,4,15.0,51.76,5.6,B5,10
4226,541,2026-10-18,9700.0,664.38,7.03,A,36,Current,debt_consolidation,11.35,78000.0,WI,573,RENT,0.6,Verified,Individual,1,23,60.4,288.4,0.6,A5,328
4227,2932,2026-04-02,23400.0,5855.34,11.25,B,36,Current,debt_consolidation,15.46,168700.0,NC,765,RENT,1.7,Verified,Individual,2,3,72.6,723.16,1.7,B5,1
4228,12580,2026-01-22,23300.0,30511.14,10.32,B,36,Fully Paid,debt_consolidation,5.74,78400.0,AZ,765,MORTGAGE,6.2,Not Verified,Individual,0,16,61.7,713.99,6.2,B4,91
4229,721,2026-12-10,18200.0,364.0,17.84,E,60,Current,major_purchase,7.78,63700.0,MA,692,MORTGAGE,6.5,Source Verified,Individual,0,6,55.0,357.46,6.5,E1,370
4230,3977,2026-12-13,16100.0,322.0,21.7,F,60,Charged Off,debt_consolidation,11.58,61800.0,NJ,723,OTHER,2.8,Source Verified,Individual,0,14,26.9,326.56,2.8,F2,367
4231,13969,2026-01-19,40000.0,12675.8,5.67,A,36,Current,major_purchase,16.58,39100.0,NY,647,RENT,14.6,Source Verified,Individual,0,17,71.3,1174.13,14.6,A3,88
4232,13447,2026-06-25,33500.0,5812.79,13.84,C,36,Current,debt_consolidation,21.25,54500.0,IL,715,MORTGAGE,5.5,Source Verified,Individual,0,17,53.9,1059.3,5.5,C3,150
4233,10774,2026-10-19,4700.0,190.58,10.22,B,60,Current,moving,16.43,68500.0,WA,697,RENT,10.2,Verified,Individual,1,22,71.2,86.34,10.2,B3,55
4234,13859,2026-01-14,8300.0,11520.36,7.76,B,60,Fully Paid,home_improvement,17.19,87400.0,PA,746,MORTGAGE,12.7,Verified,Individual,0,13,64.0,149.07,12.7,B2,148
4235,10670,2026-03-05,26800.0,7391.42,7.7,B,36,Current,debt_consolidation,22.16,76400.0,MI,782,MORTGAGE,3.1,Source Verified,Individual,0,4,25.5,801.76,3.1,B4,284
4236,7851,2026-08-26,40000.0,2805.48,21.45,F,60,Current,debt_consolidation,8.41,84300.0,PA,747,MORTGAGE,4.6,Verified,Joint,0,3,77.1,809.69,4.6,F3,373
4237,6042,2026-05-11,39300.0,51106.25,10.01,C,36,Fully Paid,home_improvement,5.47,39800.0,NC,695,MORTGAGE,0.7,Source Verified,Individual,0,23,17.0,1200.98,0.7,C2,89
4238,8740,2026-08-05,15900.0,1298.14,20.32,E,60,Current,moving,16.63,42300.0,FL,741,RENT,4.9,Verified,Joint,0,19,72.4,318.84,4.9,E2,147
4239,3307,2026-07-22,7600.0,1131.32,9.98,B,36,Current,home_improvement,17.69,37400.0,TN,736,RENT,3.2,Source Verified,Individual,0,13,79.6,232.19,3.2,B3,100
4240,13556,2026-02-19,40000.0,60687.35,10.34,B,60,Fully Paid,moving,14.86,125100.0,WA,667,OWN,1.1,Verified,Individual,0,21,42.3,735.62,1.1,B5,85
4241,5964,2026-08-15,10600.0,14892.62,13.5,D,36,Fully Paid,credit_card,35.77,107900.0,TN,694,RENT,0.4,Not Verified,Individual,0,6,27.1,334.19,0.4,D4,51
4242,4379,2026-08-19,22600.0,33387.07,9.55,B,60,Fully Paid,debt_consolidation,13.05,73700.0,TX,664,RENT,6.7,Source Verified,Individual,2,7,45.1,412.62,6.7,B1,100
4243,1781,2026-09-09,11500.0,1197.26,8.32,B,36,Current,debt_consolidation,10.16,68500.0,NJ,760,MORTGAGE,0.5,Verified,Joint,0,14,60.8,346.03,0.5,B2,20
4244,8502,2026-06-17,18900.0,30621.03,20.67,E,36,Fully Paid,debt_consolidation,9.28,36200.0,CA,715,MORTGAGE,11.7,Source Verified,Individual,0,18,69.1,633.53,11.7,E4,261
4245,856,2026-08-12,26300.0,42338.31,20.33,E,36,Fully Paid,moving,9.41,125100.0,MA,701,RENT,7.5,Verified,Individual,1,9,38.9,879.06,7.5,E5,356
4246,12363,2026-06-04,12700.0,2447.21,4.37,A,36,Current,home_improvement,24.72,107300.0,CA,517,MORTGAGE,11.4,Source Verified,Individual,1,8,63.9,368.18,11.4,A1,106
4247,11971,2026-05-21,11500.0,1417.81,9.9,B,60,Current,debt_consolidation,26.25,18000.0,CA,717,MORTGAGE,8.7,Source Verified,Individual,0,16,20.2,210.64,8.7,B5,5
4248,1230,2026-11-13,18500.0,27188.03,9.39,B,60,Fully Paid,credit_card,11.59,62400.0,TX,742,RENT,8.3,Source Verified,Individual,0,8,50.9,337.29,8.3,B2,352
4249,11069,2026-04-09,16600.0,4047.67,10.99,C,36,Current,credit_card,21.48,32500.0,WA,850,RENT,4.3,Verified,Individual,0,16,85.5,511.77,4.3,C1,48
4250,8757,2026-06-25,17000.0,1769.86,7.28,A,60,Current,major_purchase,17.12,69400.0,IN,704,RENT,2.8,Verified,Individual,0,15,28.2,303.97,2.8,A4,249
4251,6962,2026-12-12,7400.0,148.0,11.66,B,60,Current,home_improvement,39.67,85900.0,CA,829,RENT,2.9,Verified,Joint,0,11,64.7,137.71,2.9,B2,370
4252,6309,2026-12-18,8100.0,162.0,6.5,A,36,Current,credit_card,19.98,44800.0,MI,794,MORTGAGE,12.3,Source Verified,Individual,0,4,38.5,239.62,12.3,A1,103
4253,1469,2026-01-22,31500.0,9895.89,13.1,C,36,Current,credit_card,18.78,69800.0,MI,592,OWN,6.5,Not Verified,Individual,0,19,50.1,989.64,6.5,C3,30
4254,8416,2026-03-17,11900.0,1890.96,14.54,D,60,Current,medical,20.54,27400.0,NY,677,RENT,7.2,Source Verified,Individual,0,5,29.6,227.18,7.2,D1,174
4255,7344,2026-12-03,20400.0,29269.28,14.49,C,36,Fully Paid,small_business,20.38,97200.0,NJ,703,RENT,12.4,Verified,Individual,0,22,52.7,648.79,12.4,C1,261
4256,14534,2026-10-04,24400.0,1983.2,13.0,C,36,Current,other,24.76,136700.0,CA,850,RENT,0.0,Source Verified,Individual,1,24,79.4,765.9,0.0,C2,178
4257,12323,2026-10-07,8600.0,11550.33,11.44,B,36,Fully Paid,debt_consolidation,17.55,93000.0,NY,700,RENT,11.3,Verified,Individual,0,21,69.1,266.21,11.3,B4,224
4258,9662,2026-05-26,13800.0,2772.6,13.06,C,36,Current,credit_card,19.86,95900.0,CA,709,MORTGAGE,5.1,Not Verified,Individual,0,17,43.9,433.4,5.1,C4,40
4259,5613,2026-08-16,21300.0,2684.38,13.79,C,36,Current,debt_consolidation,18.84,63500.0,IL,648,RENT,8.6,Not Verified,Individual,0,18,53.6,673.27,8.6,C2,213
4260,6945,2026-02-09,4700.0,7354.29,11.29,C,60,Fully Paid,debt_consolidation,14.22,27600.0,GA,710,MORTGAGE,9.4,Verified,Individual,1,15,36.1,87.18,9.4,C4,235
4261,12080,2026-06-25,14100.0,2446.58,7.92,B,36,Current,medical,4.01,77600.0,CA,821,RENT,1.9,Source Verified,Individual,0,14,47.6,422.69,1.9,B3,49
4262,12636,2026-09-13,12900.0,17371.88,11.56,B,36,Fully Paid,home_improvement,6.39,46600.0,GA,667,RENT,22.7,Source Verified,Individual,0,9,62.3,399.74,22.7,B4,73
4263,604,2026-01-02,16400.0,5451.69,15.58,C,36,Current,major_purchase,18.02,77200.0,CA,652,OWN,6.8,Source Verified,Individual,0,11,76.1,526.51,6.8,C4,100
4264,1738,2026-01-15,7500.0,1442.47,14.98,D,60,Current,debt_consolidation,11.54,37200.0,MO,685,MORTGAGE,6.6,Not Verified,Individual,1,3,4.9,143.73,6.6,D2,81
4265,2153,2026-11-15,34900.0,698.0,21.77,G,36,Charged Off,debt_consolidation,11.08,116000.0,CA,636,MORTGAGE,14.0,Not Verified,Joint,0,22,23.8,1180.49,14.0,G1,230
4266,3922,2026-10-23,25900.0,33426.17,9.69,B,36,Fully Paid,credit_card,21.61,63000.0,TX,676,RENT,11.9,Source Verified,Individual,0,17,64.7,789.13,11.9,B3,322
4267,11277,2026-11-14,36400.0,1595.62,10.64,C,36,Current,debt_consolidation,21.36,47500.0,FL,827,MORTGAGE,5.1,Verified,Individual,0,12,0.0,1118.74,5.1,C5,39
4268,1450,2026-06-22,17800.0,1882.41,9.96,B,60,Current,home_improvement,10.95,70600.0,IL,655,RENT,5.3,Verified,Individual,0,22,22.7,326.22,5.3,B1,25
4269,14710,2026-03-10,15000.0,23677.57,11.57,C,60,Fully Paid,home_improvement,5.64,79400.0,CA,675,MORTGAGE,7.1,Verified,Individual,0,17,49.3,278.93,7.1,C1,316
4270,7738,2026-02-21,9700.0,11683.6,6.82,A,36,Fully Paid,debt_consolidation,18.35,257200.0,NC,667,RENT,4.2,Source Verified,Individual,0,24,70.7,287.81,4.2,A5,355
4271,1351,2026-10-01,11800.0,991.42,7.76,B,36,Current,debt_consolidation,24.86,102100.0,OH,681,MORTGAGE,8.2,Source Verified,Individual,1,11,25.7,353.22,8.2,B1,186
4272,3959,2026-03-23,8000.0,10728.84,11.37,C,36,Fully Paid,major_purchase,13.9,45700.0,VA,652,OTHER,7.2,Not Verified,Individual,0,12,89.9,247.49,7.2,C2,255
4273,2051,2026-05-20,19200.0,30203.65,11.46,B,60,Fully Paid,debt_consolidation,19.38,69200.0,CA,757,MORTGAGE,9.9,Source Verified,Individual,0,10,43.7,356.68,9.9,B5,90
4274,4899,2026-03-04,7200.0,1195.4,9.84,B,60,Current,credit_card,35.87,52200.0,IL,723,RENT,13.6,Verified,Joint,0,8,54.4,131.81,13.6,B4,152
4275,1783,2026-11-17,13300.0,327.95,15.19,D,60,Current,debt_consolidation,23.63,77900.0,CA,517,RENT,2.6,Source Verified,Individual,1,23,31.1,255.35,2.6,D1,9
4276,5201,2026-09-17,2900.0,4766.97,12.88,C,60,Fully Paid,home_improvement,24.67,115200.0,VA,718,RENT,9.5,Verified,Individual,0,23,50.4,54.56,9.5,C4,365
4277,10307,2026-08-20,2000.0,146.85,18.77,E,60,Current,debt_consolidation,26.9,64600.0,IL,660,RENT,3.3,Not Verified,Joint,2,17,41.6,39.59,3.3,E3,202
4278,14808,2026-12-11,24600.0,492.0,5.82,A,36,Current,medical,9.34,26000.0,AZ,756,RENT,10.7,Verified,Individual,2,7,66.6,723.07,10.7,A2,157
4279,2287,2026-06-21,5200.0,6186.45,6.32,B,36,Fully Paid,car,23.2,46800.0,NC,752,RENT,0.0,Not Verified,Individual,0,10,56.2,153.58,0.0,B3,74
4280,14408,2026-12-14,10400.0,14060.41,11.73,C,36,Fully Paid,moving,19.34,64300.0,AZ,751,RENT,7.3,Source Verified,Individual,0,4,71.5,322.78,7.3,C2,113
4281,4334,2026-07-11,16200.0,24497.85,10.24,B,60,Fully Paid,small_business,11.75,44100.0,FL,776,MORTGAGE,6.2,Verified,Individual,0,3,81.7,297.66,6.2,B4,113
4282,14095,2026-05-18,25200.0,3148.27,22.02,G,60,Current,credit_card,14.9,58900.0,IL,734,RENT,2.0,Source Verified,Individual,1,19,32.6,512.47,2.0,G5,158
4283,6629,2026-09-18,22700.0,2176.71,12.21,C,36,Current,major_purchase,22.29,121700.0,IN,659,RENT,10.6,Source Verified,Individual,0,14,69.2,707.55,10.6,C3,255
4284,1435,2026-11-22,22600.0,825.57,6.17,A,36,Current,home_improvement,5.84,75400.0,OH,717,MORTGAGE,4.9,Verified,Individual,0,12,37.8,666.49,4.9,A4,359
4285,14187,2026-08-26,11800.0,1379.36,9.16,B,36,Current,credit_card,17.63,67900.0,IN,761,OWN,14.2,Verified,Joint,0,6,30.1,357.79,14.2,B2,348
4286,8616,2026-12-04,10300.0,12474.12,7.04,A,36,Fully Paid,debt_consolidation,16.23,88300.0,TX,675,RENT,7.9,Not Verified,Individual,0,9,51.8,306.24,7.9,A4,198
4287,9179,2026-10-13,16200.0,1183.56,7.99,B,36,Current,debt_consolidation,28.8,43200.0,NJ,672,MORTGAGE,9.3,Verified,Individual,0,24,19.5,485.95,9.3,B4,141
4288,13883,2026-09-26,29800.0,1583.89,11.46,B,60,Current,debt_consolidation,22.27,415400.0,TN,677,MORTGAGE,4.7,Not Verified,Individual,1,22,77.3,553.58,4.7,B1,227
4289,2222,2026-09-23,10300.0,940.64,15.73,D,36,Current,home_improvement,20.58,37200.0,MA,642,MORTGAGE,4.2,Verified,Individual,0,21,18.0,331.11,4.2,D1,80
4290,5366,2026-11-27,3400.0,108.68,12.43,C,36,Current,medical,29.94,72900.0,MI,849,MORTGAGE,1.5,Source Verified,Individual,0,3,18.0,106.19,1.5,C3,363
4291,9811,2026-05-04,12100.0,2674.16,12.68,C,36,Current,home_improvement,32.04,119500.0,CA,649,RENT,8.3,Source Verified,Joint,1,8,46.2,378.72,8.3,C3,214
4292,6101,2026-06-07,40000.0,7598.17,9.06,B,36,Current,debt_consolidation,25.43,111800.0,TN,675,MORTGAGE,12.0,Source Verified,Individual,0,9,77.7,1211.75,12.0,B2,322
4293,2613,2026-12-22,5400.0,108.0,16.23,D,36,Charged Off,medical,21.37,66200.0,MO,654,RENT,4.9,Not Verified,Individual,0,6,55.7,174.35,4.9,D5,225
4294,891,2026-12-09,38400.0,59332.7,18.17,D,36,Fully Paid,debt_consolidation,14.09,42700.0,PA,637,MORTGAGE,9.9,Verified,Individual,0,2,30.9,1260.49,9.9,D5,277
4295,9700,2026-09-27,2400.0,210.41,7.47,B,36,Current,credit_card,4.14,71600.0,TX,828,MORTGAGE,1.0,Source Verified,Individual,0,3,41.2,71.65,1.0,B4,154
4296,12686,2026-08-12,7300.0,946.67,4.25,A,36,Current,debt_consolidation,9.87,43900.0,OH,581,RENT,6.8,Source Verified,Individual,0,19,62.3,211.4,6.8,A5,67
4297,1779,2026-08-10,27800.0,44778.41,20.36,E,36,Fully Paid,medical,20.8,120400.0,NC,615,MORTGAGE,13.2,Source Verified,Individual,0,14,14.9,929.43,13.2,E1,109
4298,7786,2026-01-07,9800.0,3212.97,11.69,C,36,Current,debt_consolidation,26.54,114400.0,FL,850,RENT,3.6,Verified,Individual,0,4,64.0,304.03,3.6,C1,258
4299,6298,2026-12-19,17400.0,348.0,10.96,B,36,Current,credit_card,19.41,63200.0,VA,708,MORTGAGE,19.3,Not Verified,Individual,0,19,45.8,536.31,19.3,B4,82
4300,48,2026-12-13,16000.0,320.0,12.01,C,36,Charged Off,medical,22.35,96400.0,MA,716,RENT,6.0,Verified,Individual,0,6,17.4,497.82,6.0,C3,69
4301,9665,2026-04-03,40000.0,3590.14,15.65,D,36,Charged Off,major_purchase,29.27,36600.0,FL,658,OWN,0.0,Source Verified,Individual,0,19,82.9,1285.02,0.0,D2,153
4302,6105,2026-05-26,9300.0,1868.49,16.69,D,36,Current,small_business,16.2,56800.0,CA,723,OTHER,11.1,Verified,Individual,0,11,75.5,301.45,11.1,D4,176
4303,168,2026-09-13,40000.0,2410.96,6.08,A,60,Current,home_improvement,16.26,115400.0,PA,728,OWN,3.8,Not Verified,Individual,0,6,66.1,707.23,3.8,A1,166
4304,3030,2026-05-03,10800.0,1438.03,17.47,E,60,Current,home_improvement,3.5,114800.0,WA,720,MORTGAGE,2.8,Source Verified,Joint,0,11,34.3,211.44,2.8,E3,92
4305,2454,2026-01-17,17100.0,3270.08,14.85,D,60,Current,credit_card,8.95,43800.0,NJ,637,OWN,2.6,Not Verified,Individual,0,14,19.1,327.31,2.6,D1,355
4306,7470,2026-06-08,13000.0,1474.52,15.18,D,60,Current,credit_card,13.83,82300.0,CA,759,MORTGAGE,8.8,Source Verified,Individual,0,3,16.4,249.55,8.8,D2,20
4307,1837,2026-10-10,21100.0,1599.36,13.9,C,36,Current,medical,17.32,73800.0,MD,716,MORTGAGE,9.7,Source Verified,Individual,0,24,61.1,667.56,9.7,C3,61
4308,3417,2026-12-04,7900.0,11018.61,13.16,C,36,Fully Paid,major_purchase,23.6,87500.0,NY,708,RENT,8.3,Verified,Joint,1,6,55.4,248.32,8.3,C1,231
4309,6654,2026-11-13,13200.0,16060.56,7.22,A,36,Fully Paid,debt_consolidation,7.32,131100.0,MA,617,MORTGAGE,0.0,Verified,Individual,0,23,40.6,393.15,0.0,A2,18
4310,6228,2026-04-24,13600.0,1877.92,12.53,C,60,Current,other,26.57,67000.0,PA,767,MORTGAGE,12.3,Source Verified,Individual,0,9,54.8,255.07,12.3,C2,261
4311,14149,2026-06-15,40000.0,4383.56,10.15,B,60,Current,debt_consolidation,0.3,20100.0,MA,487,MORTGAGE,4.3,Source Verified,Joint,1,17,40.3,734.36,4.3,B5,391
4312,6471,2026-07-25,5600.0,8612.1,17.93,D,36,Fully Paid,car,24.7,98900.0,GA,753,OWN,4.6,Not Verified,Joint,0,12,22.8,183.45,4.6,D3,31
4313,11428,2026-11-15,5800.0,149.37,15.77,D,60,Current,debt_consolidation,14.99,222100.0,MA,752,RENT,8.5,Verified,Individual,2,18,35.0,111.91,8.5,D5,56
4314,3055,2026-05-18,9200.0,1915.62,12.96,C,36,Current,debt_consolidation,22.71,53500.0,NC,666,MORTGAGE,10.5,Not Verified,Individual,0,3,48.0,288.68,10.5,C1,189
4315,9720,2026-09-10,14500.0,897.81,14.26,C,60,Current,credit_card,18.99,111500.0,TX,703,RENT,10.5,Source Verified,Individual,0,21,84.3,276.14,10.5,C2,68
4316,4899,2026-06-09,14900.0,1009.12,16.66,E,36,Charged Off,credit_card,28.8,52200.0,IL,723,RENT,13.6,Verified,Individual,0,24,51.1,482.84,13.6,E2,250
4317,4633,2026-05-15,8300.0,12609.87,17.31,E,36,Fully Paid,medical,9.71,56400.0,MD,632,RENT,2.6,Not Verified,Individual,0,11,27.1,270.46,2.6,E4,33
4318,9790,2026-05-04,9100.0,12378.41,7.21,A,60,Fully Paid,debt_consolidation,17.25,153300.0,NC,743,MORTGAGE,11.9,Source Verified,Individual,0,3,62.9,162.59,11.9,A2,71
4319,13427,2026-02-03,17200.0,5214.98,9.19,B,36,Current,debt_consolidation,4.69,62900.0,NY,667,OWN,4.4,Verified,Individual,1,3,75.9,521.69,4.4,B2,35
4320,4056,2026-05-03,12200.0,1624.44,10.15,B,60,Current,debt_consolidation,10.11,46100.0,TX,728,MORTGAGE,9.1,Verified,Individual,0,18,32.9,223.96,9.1,B5,399
4321,7829,2026-06-03,23000.0,4452.97,17.7,E,36,Current,debt_consolidation,23.92,57300.0,CA,786,OWN,4.0,Verified,Individual,1,22,70.6,751.98,4.0,E5,176
4322,14409,2026-06-20,14500.0,2582.19,15.15,D,36,Current,debt_consolidation,25.71,88500.0,TX,702,MORTGAGE,7.7,Source Verified,Individual,0,24,53.8,463.8,7.7,D1,348
