transaction_id,customer_id,transaction_date,amount,card_type,channel,merchant_category,is_fraud,fraud_amount,address_state,credit_score,card_brand,auth_method,currency
5896,9926,2026-12-18,18.02,debit,ONLINE,electronics,0,0.0,NY,756,visa,swipe,USD
5897,1565,2026-10-19,17.27,debit,ONLINE,utilities,0,0.0,MD,629,visa,contactless,USD
5898,1612,2026-11-12,16.25,debit,ONLINE,dining,0,0.0,TX,681,visa,contactless,USD
5899,8252,2026-07-22,159.82,credit,ONLINE,electronics,0,0.0,OH,687,mastercard,contactless,USD
5900,4121,2026-11-09,58.42,credit,POS,electronics,0,0.0,TN,651,visa,contactless,USD
5901,10243,2026-07-10,37.35,credit,POS,electronics,0,0.0,MA,691,mastercard,online,USD
5902,733,2026-09-04,23.67,debit,POS,utilities,0,0.0,WA,741,visa,contactless,USD
5903,13843,2026-03-21,74.66,credit,ATM,grocery,0,0.0,CA,543,visa,chip,USD
5904,7008,2026-02-02,332.84,debit,POS,grocery,0,0.0,MA,581,discover,online,USD
5905,12245,2026-08-12,3.52,credit,ATM,electronics,0,0.0,FL,682,mastercard,contactless,USD
5906,11780,2026-02-06,78.62,debit,ATM,retail,0,0.0,FL,795,visa,contactless,USD
5907,7357,2026-07-01,82.87,debit,ONLINE,grocery,0,0.0,TN,711,visa,contactless,USD
5908,12376,2026-06-06,287.59,debit,ONLINE,travel,0,0.0,GA,768,mastercard,contactless,USD
5909,6048,2026-09-25,20.62,credit,ATM,retail,0,0.0,IN,659,amex,chip,USD
5910,1357,2026-03-09,143.0,debit,POS,utilities,0,0.0,NC,671,mastercard,swipe,USD
5911,3631,2026-04-20,30.47,debit,POS,electronics,0,0.0,IL,754,visa,online,USD
5912,8370,2026-08-02,18.96,debit,POS,grocery,0,0.0,CA,626,discover,contactless,USD
5913,7496,2026-03-14,33.54,debit,ONLINE,electronics,0,0.0,CA,813,mastercard,swipe,USD
5914,12245,2026-03-01,7.59,debit,ONLINE,grocery,0,0.0,FL,682,mastercard,online,USD
5915,557,2026-03-15,9.58,credit,ONLINE,electronics,0,0.0,FL,643,visa,online,USD
5916,7245,2026-08-02,27.49,credit,ONLINE,fuel,0,0.0,MI,615,mastercard,swipe,USD
5917,12510,2026-03-14,109.26,credit,ONLINE,grocery,0,0.0,GA,710,mastercard,swipe,USD
5918,10524,2026-01-10,37.85,credit,POS,grocery,0,0.0,CA,620,visa,swipe,USD
5919,2551,2026-09-01,6.98,credit,POS,fuel,0,0.0,IN,574,mastercard,contactless,USD
5920,12170,2026-02-14,10.81,debit,ONLINE,retail,0,0.0,FL,693,visa,swipe,USD
5921,4671,2026-05-19,110.94,debit,POS,travel,0,0.0,PA,507,visa,online,USD
5922,3800,2026-04-14,20.43,credit,POS,travel,0,0.0,CA,696,visa,swipe,USD
5923,12909,2026-12-04,46.74,credit,ATM,dining,0,0.0,OH,646,mastercard,online,USD
5924,9391,2026-12-06,41.49,debit,POS,dining,0,0.0,NY,676,visa,online,USD
5925,198,2026-06-03,51.18,credit,POS,retail,0,0.0,AZ,670,mastercard,online,USD
5926,9804,2026-07-15,51.56,credit,ONLINE,travel,0,0.0,TX,559,visa,contactless,USD
5927,4268,2026-07-05,30.47,debit,POS,electronics,0,0.0,MA,725,visa,chip,USD
5928,9322,2026-09-27,12.96,credit,POS,travel,0,0.0,CA,559,mastercard,online,USD
5929,5546,2026-08-22,92.02,credit,POS,utilities,0,0.0,IL,825,visa,online,USD
5930,13419,2026-08-19,59.68,credit,POS,dining,0,0.0,CA,850,amex,chip,USD
5931,3168,2026-02-18,4.48,debit,POS,grocery,0,0.0,TX,653,amex,contactless,USD
5932,8150,2026-10-16,8.67,credit,POS,fuel,0,0.0,NY,747,visa,online,USD
5933,644,2026-04-05,35.19,debit,ONLINE,retail,0,0.0,FL,712,visa,contactless,USD
5934,8680,2026-07-24,98.54,credit,POS,grocery,0,0.0,VA,716,mastercard,online,USD
5935,3076,2026-04-05,34.77,debit,POS,utilities,0,0.0,IL,635,visa,chip,USD
5936,11985,2026-05-02,8.3,debit,POS,grocery,0,0.0,PA,670,discover,contactless,USD
5937,12592,2026-06-19,52.02,debit,POS,electronics,0,0.0,TX,763,amex,chip,USD
5938,4536,2026-06-01,6.66,credit,POS,retail,0,0.0,TX,727,visa,swipe,USD
5939,7349,2026-10-10,18.34,debit,POS,retail,0,0.0,PA,739,mastercard,swipe,USD
5940,2222,2026-12-21,24.97,credit,POS,electronics,0,0.0,MA,642,amex,swipe,USD
5941,523,2026-03-17,7.65,credit,POS,travel,0,0.0,TX,800,visa,contactless,USD
5942,557,2026-11-07,155.88,debit,POS,grocery,0,0.0,FL,643,mastercard,contactless,USD
5943,6761,2026-07-04,34.73,credit,ATM,utilities,0,0.0,CA,766,visa,chip,USD
5944,13266,2026-08-19,14.66,credit,POS,travel,1,14.66,NC,614,mastercard,contactless,USD
5945,8081,2026-03-15,32.77,credit,ONLINE,retail,0,0.0,CA,645,visa,swipe,USD
5946,9913,2026-10-27,23.49,credit,POS,electronics,0,0.0,NC,718,visa,online,USD
5947,13628,2026-11-06,154.76,debit,ONLINE,utilities,0,0.0,TN,682,visa,online,USD
5948,747,2026-12-15,49.48,credit,POS,retail,0,0.0,CA,834,visa,swipe,USD
5949,2105,2026-05-19,28.38,credit,ONLINE,electronics,0,0.0,CA,679,visa,chip,USD
5950,4318,2026-11-11,16.6,credit,POS,dining,0,0.0,TN,659,visa,swipe,USD
5951,806,2026-02-17,6.82,credit,ONLINE,grocery,0,0.0,CA,782,visa,chip,USD
5952,3356,2026-09-06,127.25,debit,ONLINE,electronics,0,0.0,MO,497,visa,online,USD
5953,12720,2026-03-13,44.38,debit,POS,dining,0,0.0,OH,663,discover,online,USD
5954,14419,2026-01-16,138.87,debit,ONLINE,dining,0,0.0,TN,681,mastercard,swipe,USD
5955,14030,2026-08-26,21.48,credit,ONLINE,retail,0,0.0,CA,713,mastercard,swipe,USD
5956,191,2026-11-24,12.01,credit,POS,grocery,0,0.0,PA,829,mastercard,online,USD
5957,3985,2026-05-22,35.19,credit,POS,electronics,0,0.0,AZ,639,mastercard,swipe,USD
5958,14068,2026-11-20,30.94,credit,POS,fuel,0,0.0,MI,672,visa,contactless,USD
5959,6662,2026-06-21,8.73,debit,POS,fuel,0,0.0,CA,850,visa,swipe,USD
5960,8160,2026-06-15,8.67,credit,POS,fuel,0,0.0,CA,685,mastercard,swipe,USD
5961,5793,2026-07-22,84.67,debit,POS,electronics,0,0.0,TN,666,mastercard,online,USD
5962,3123,2026-08-12,10.82,credit,POS,retail,0,0.0,CA,751,mastercard,online,USD
5963,5289,2026-12-11,49.56,credit,POS,utilities,0,0.0,VA,769,mastercard,contactless,USD
5964,1827,2026-10-24,3.93,credit,POS,electronics,0,0.0,VA,764,discover,swipe,USD
5965,14457,2026-10-25,160.57,credit,ONLINE,fuel,0,0.0,OH,692,mastercard,online,USD
5966,12482,2026-06-23,78.19,debit,POS,travel,0,0.0,VA,618,visa,contactless,USD
5967,4509,2026-11-15,14.55,credit,ONLINE,utilities,0,0.0,GA,631,visa,contactless,USD
5968,9504,2026-01-21,112.42,credit,ONLINE,travel,0,0.0,FL,836,mastercard,chip,USD
5969,10420,2026-07-27,6.2,debit,POS,dining,0,0.0,IN,834,discover,swipe,USD
5970,10538,2026-12-16,51.56,debit,ATM,fuel,0,0.0,CA,688,visa,chip,USD
5971,14424,2026-12-20,260.1,credit,ONLINE,travel,0,0.0,WA,696,visa,swipe,USD
5972,4543,2026-08-08,45.5,credit,POS,electronics,0,0.0,CA,561,visa,contactless,USD
5973,13188,2026-02-21,172.66,debit,POS,electronics,0,0.0,IL,750,visa,chip,USD
5974,8352,2026-07-05,2.14,debit,POS,travel,0,0.0,VA,674,discover,contactless,USD
5975,9307,2026-09-26,355.64,debit,POS,travel,0,0.0,MO,690,amex,online,USD
5976,12660,2026-07-22,115.88,credit,POS,fuel,0,0.0,VA,681,discover,online,USD
5977,9127,2026-12-10,13.74,debit,ONLINE,grocery,0,0.0,NJ,658,discover,online,USD
5978,6442,2026-11-11,20.4,credit,POS,electronics,0,0.0,NY,712,discover,online,USD
5979,14385,2026-07-01,17.53,credit,POS,electronics,0,0.0,CA,544,mastercard,chip,USD
5980,12397,2026-12-18,114.0,credit,POS,electronics,0,0.0,CA,587,visa,contactless,USD
5981,8,2026-05-15,86.95,debit,ATM,dining,0,0.0,TN,676,visa,swipe,USD
5982,14752,2026-08-25,12.49,credit,POS,fuel,0,0.0,IL,652,mastercard,online,USD
5983,9276,2026-02-08,27.22,debit,POS,electronics,0,0.0,MD,782,mastercard,chip,USD
5984,2022,2026-12-18,4.91,debit,ONLINE,grocery,0,0.0,OH,640,mastercard,swipe,USD
5985,13902,2026-01-09,56.59,credit,POS,electronics,0,0.0,WA,793,amex,chip,USD
5986,2483,2026-09-03,76.77,debit,ONLINE,grocery,0,0.0,WA,716,mastercard,online,USD
5987,4328,2026-06-03,12.26,debit,POS,electronics,0,0.0,MD,735,visa,swipe,USD
5988,4797,2026-08-11,15.98,credit,ONLINE,fuel,0,0.0,FL,726,visa,swipe,USD
5989,5958,2026-03-02,97.67,credit,POS,dining,0,0.0,WI,758,visa,swipe,USD
5990,4922,2026-12-10,13.41,debit,ONLINE,travel,0,0.0,CA,762,visa,swipe,USD
5991,14187,2026-03-23,134.12,debit,ONLINE,fuel,0,0.0,IN,761,visa,online,USD
5992,5677,2026-12-27,100.14,debit,POS,electronics,0,0.0,FL,576,mastercard,swipe,USD
5993,2415,2026-12-10,107.41,credit,POS,fuel,0,0.0,AZ,783,discover,chip,USD
5994,6540,2026-06-14,86.36,credit,POS,fuel,0,0.0,IL,676,visa,chip,USD
5995,3117,2026-09-04,3.6,debit,POS,fuel,0,0.0,TX,649,amex,swipe,USD
5996,11160,2026-11-03,33.53,credit,POS,grocery,0,0.0,NJ,769,mastercard,swipe,USD
5997,10912,2026-05-14,20.06,credit,ONLINE,grocery,0,0.0,CA,727,visa,swipe,USD
5998,12926,2026-04-08,56.4,credit,POS,utilities,0,0.0,OH,665,amex,online,USD
5999,4074,2026-04-23,23.84,credit,ONLINE,travel,0,0.0,FL,806,mastercard,contactless,USD
6000,10725,2026-03-11,215.49,credit,POS,retail,0,0.0,CA,639,mastercard,contactless,USD
6001,3875,2026-10-22,64.39,debit,ONLINE,fuel,0,0.0,FL,604,visa,swipe,USD
6002,6505,2026-09-19,40.1,credit,POS,electronics,0,0.0,FL,712,mastercard,online,USD
6003,9117,2026-11-16,106.46,credit,ONLINE,travel,0,0.0,OH,600,mastercard,chip,USD
6004,12335,2026-10-18,18.28,credit,POS,utilities,0,0.0,VA,757,visa,contactless,USD
6005,5404,2026-11-27,45.93,credit,ONLINE,retail,0,0.0,TN,700,visa,online,USD
6006,12033,2026-10-08,99.76,debit,POS,retail,0,0.0,MD,736,visa,chip,USD
6007,10485,2026-09-19,9.34,debit,ONLINE,dining,0,0.0,FL,627,visa,swipe,USD
6008,4603,2026-04-01,110.91,credit,POS,electronics,0,0.0,PA,695,visa,swipe,USD
6009,3598,2026-12-09,46.79,credit,POS,fuel,0,0.0,FL,657,amex,swipe,USD
6010,2645,2026-03-24,18.4,credit,ONLINE,travel,0,0.0,IL,808,mastercard,swipe,USD
6011,11906,2026-11-07,18.07,credit,ONLINE,retail,0,0.0,CA,743,mastercard,chip,USD
6012,5752,2026-08-05,6.39,credit,POS,utilities,0,0.0,FL,724,amex,online,USD
6013,3144,2026-09-03,87.19,credit,ONLINE,dining,0,0.0,GA,719,amex,contactless,USD
6014,2370,2026-01-10,143.16,debit,POS,grocery,0,0.0,MO,759,visa,chip,USD
6015,3923,2026-05-22,8.89,credit,ONLINE,retail,0,0.0,FL,617,mastercard,swipe,USD
6016,5165,2026-11-10,23.79,credit,ONLINE,grocery,0,0.0,NC,632,visa,contactless,USD
6017,6038,2026-11-18,8.19,credit,POS,retail,0,0.0,MO,740,mastercard,swipe,USD
6018,13109,2026-03-08,76.35,credit,ATM,travel,0,0.0,AZ,563,visa,swipe,USD
6019,13053,2026-04-10,83.87,debit,ONLINE,dining,0,0.0,PA,617,amex,contactless,USD
6020,3535,2026-09-21,5.8,credit,POS,electronics,0,0.0,OH,735,visa,online,USD
6021,12808,2026-10-17,40.89,debit,POS,retail,0,0.0,CA,799,visa,swipe,USD
6022,11224,2026-02-20,58.92,credit,POS,retail,0,0.0,NY,552,visa,swipe,USD
6023,9345,2026-12-17,30.0,debit,ONLINE,utilities,0,0.0,TX,664,visa,swipe,USD
6024,7384,2026-04-27,50.91,credit,POS,dining,0,0.0,OH,667,amex,online,USD
6025,12597,2026-06-19,41.44,debit,ONLINE,travel,0,0.0,CA,686,mastercard,chip,USD
6026,13131,2026-05-24,82.22,credit,POS,travel,0,0.0,IL,703,visa,swipe,USD
6027,12829,2026-12-11,139.92,credit,POS,dining,0,0.0,CA,823,visa,chip,USD
6028,6495,2026-12-16,152.0,credit,POS,dining,0,0.0,WA,708,visa,chip,USD
6029,8950,2026-12-19,26.76,credit,ONLINE,retail,0,0.0,MD,786,discover,online,USD
6030,14038,2026-02-09,43.74,credit,POS,utilities,0,0.0,CA,740,visa,contactless,USD
6031,8595,2026-09-20,36.61,debit,ONLINE,utilities,0,0.0,FL,689,mastercard,online,USD
6032,2352,2026-11-09,47.45,credit,POS,fuel,0,0.0,FL,746,visa,contactless,USD
6033,3356,2026-05-24,103.83,credit,ONLINE,fuel,0,0.0,MO,497,visa,online,USD
6034,2954,2026-03-15,157.17,credit,POS,fuel,0,0.0,WI,511,mastercard,chip,USD
6035,6768,2026-01-02,15.51,debit,POS,travel,0,0.0,CA,696,visa,contactless,USD
6036,7292,2026-01-20,10.67,credit,POS,electronics,0,0.0,CA,636,visa,swipe,USD
6037,9566,2026-02-17,117.16,debit,POS,fuel,0,0.0,CA,680,visa,chip,USD
6038,12439,2026-03-10,16.75,debit,POS,dining,0,0.0,MI,657,discover,chip,USD
6039,1424,2026-09-24,54.75,debit,POS,travel,0,0.0,TX,805,amex,contactless,USD
6040,11748,2026-12-12,45.8,debit,POS,electronics,0,0.0,OH,578,mastercard,swipe,USD
6041,8053,2026-12-02,306.15,credit,POS,utilities,0,0.0,IN,716,mastercard,swipe,USD
6042,11684,2026-10-22,16.25,credit,POS,fuel,0,0.0,IL,704,mastercard,contactless,USD
6043,11530,2026-07-05,13.32,credit,ONLINE,dining,0,0.0,MI,708,visa,online,USD
6044,6251,2026-06-18,28.98,credit,ONLINE,electronics,0,0.0,OH,679,visa,swipe,USD
6045,3912,2026-05-05,18.49,debit,ONLINE,electronics,0,0.0,IN,850,mastercard,chip,USD
6046,14698,2026-12-10,150.24,debit,POS,electronics,0,0.0,IN,704,mastercard,chip,USD
6047,12726,2026-06-20,98.86,debit,ONLINE,utilities,0,0.0,TX,840,visa,online,USD
6048,10992,2026-06-22,12.15,debit,POS,fuel,0,0.0,FL,831,visa,chip,USD
6049,10302,2026-12-05,31.81,debit,POS,retail,0,0.0,TN,794,visa,chip,USD
6050,14485,2026-05-19,47.01,credit,ONLINE,grocery,0,0.0,CA,762,amex,chip,USD
6051,10237,2026-03-03,38.38,debit,POS,dining,0,0.0,TN,714,mastercard,contactless,USD
6052,9855,2026-12-13,148.97,debit,POS,grocery,0,0.0,OH,737,mastercard,chip,USD
6053,1721,2026-05-12,2.55,debit,ONLINE,grocery,0,0.0,IL,778,visa,swipe,USD
6054,1174,2026-03-16,50.09,debit,POS,grocery,0,0.0,IL,625,visa,swipe,USD
6055,4968,2026-03-11,29.35,credit,ONLINE,travel,0,0.0,TX,616,mastercard,chip,USD
6056,4284,2026-09-14,18.99,credit,POS,fuel,0,0.0,IN,665,visa,swipe,USD
6057,11555,2026-11-22,70.69,credit,POS,dining,0,0.0,NY,651,visa,swipe,USD
6058,5115,2026-01-20,14.46,credit,POS,travel,0,0.0,CA,823,visa,swipe,USD
6059,14400,2026-09-22,18.18,debit,POS,travel,0,0.0,TX,713,visa,online,USD
6060,9352,2026-06-11,64.96,credit,POS,electronics,0,0.0,PA,731,amex,swipe,USD
6061,7215,2026-11-25,65.77,debit,POS,grocery,0,0.0,MO,628,amex,online,USD
6062,12043,2026-12-26,18.66,debit,POS,dining,0,0.0,WI,723,mastercard,chip,USD
6063,1159,2026-04-01,188.76,credit,POS,electronics,0,0.0,IL,516,amex,contactless,USD
6064,11212,2026-06-02,7.6,credit,POS,utilities,0,0.0,NJ,747,visa,online,USD
6065,14823,2026-04-07,15.79,debit,ONLINE,grocery,0,0.0,TX,676,visa,online,USD
6066,11634,2026-12-16,13.0,debit,POS,travel,0,0.0,MO,713,mastercard,chip,USD
6067,2158,2026-12-08,12.8,debit,POS,electronics,0,0.0,TX,639,visa,online,USD
6068,13775,2026-01-18,15.74,debit,POS,electronics,0,0.0,IL,653,amex,online,USD
6069,5185,2026-06-21,51.83,debit,POS,retail,0,0.0,OH,619,visa,chip,USD
6070,5396,2026-09-10,64.17,debit,POS,utilities,0,0.0,IL,746,amex,swipe,USD
6071,2979,2026-06-06,4.64,debit,ATM,electronics,0,0.0,CA,654,visa,online,USD
6072,8583,2026-10-15,14.93,credit,POS,electronics,0,0.0,PA,625,mastercard,swipe,USD
6073,7417,2026-05-19,57.23,credit,ONLINE,fuel,0,0.0,IL,682,visa,swipe,USD
6074,4609,2026-12-21,5.66,debit,POS,dining,0,0.0,MD,614,visa,swipe,USD
6075,9520,2026-01-04,55.11,credit,POS,travel,0,0.0,MD,669,mastercard,contactless,USD
6076,14341,2026-06-21,6.08,debit,ATM,travel,0,0.0,WA,765,amex,contactless,USD
6077,2191,2026-02-01,9.87,credit,ONLINE,dining,0,0.0,MO,754,visa,swipe,USD
6078,13341,2026-12-17,16.21,credit,ATM,utilities,0,0.0,FL,663,mastercard,chip,USD
6079,1311,2026-11-19,53.14,debit,POS,electronics,0,0.0,FL,611,visa,swipe,USD
6080,14095,2026-01-22,6.56,debit,ONLINE,retail,0,0.0,IL,734,visa,contactless,USD
6081,10850,2026-11-10,151.65,debit,ONLINE,utilities,0,0.0,TX,796,mastercard,contactless,USD
6082,1580,2026-08-07,188.05,credit,POS,utilities,0,0.0,TX,725,mastercard,swipe,USD
6083,4284,2026-04-09,9.33,debit,POS,retail,0,0.0,IN,665,mastercard,chip,USD
6084,8214,2026-04-07,34.18,debit,POS,retail,0,0.0,MA,624,mastercard,swipe,USD
6085,12164,2026-04-10,37.1,credit,ATM,utilities,0,0.0,CA,660,mastercard,contactless,USD
6086,3869,2026-12-02,171.4,credit,POS,fuel,0,0.0,PA,723,discover,online,USD
6087,4866,2026-12-15,426.03,debit,POS,electronics,0,0.0,NJ,706,visa,chip,USD
6088,3995,2026-03-07,16.75,credit,POS,grocery,0,0.0,NJ,745,visa,swipe,USD
6089,14940,2026-10-08,15.38,debit,POS,retail,0,0.0,NC,503,mastercard,swipe,USD
6090,8878,2026-05-10,13.48,credit,ONLINE,grocery,0,0.0,MA,598,visa,swipe,USD
6091,11599,2026-11-12,31.08,debit,POS,dining,0,0.0,CA,773,discover,contactless,USD
6092,9705,2026-10-01,9.82,debit,POS,utilities,0,0.0,CA,740,visa,chip,USD
6093,9121,2026-04-11,8.48,debit,POS,dining,0,0.0,WA,729,visa,swipe,USD
6094,13159,2026-04-27,4.71,debit,ATM,dining,0,0.0,PA,706,visa,contactless,USD
6095,1953,2026-01-27,136.22,debit,ONLINE,retail,0,0.0,CA,566,visa,contactless,USD
6096,940,2026-12-07,43.95,debit,ONLINE,utilities,0,0.0,GA,764,discover,online,USD
6097,1596,2026-12-12,6.77,credit,ONLINE,travel,0,0.0,CA,733,mastercard,swipe,USD
6098,1873,2026-12-08,33.86,credit,POS,grocery,0,0.0,NY,653,mastercard,chip,USD
6099,1506,2026-06-24,9.47,debit,ONLINE,electronics,0,0.0,NC,737,amex,swipe,USD
6100,14258,2026-10-06,50.23,credit,POS,retail,0,0.0,IN,664,mastercard,swipe,USD
6101,6323,2026-07-05,23.61,debit,POS,utilities,0,0.0,IL,707,mastercard,swipe,USD
6102,476,2026-10-23,6.96,debit,ATM,utilities,0,0.0,MI,674,mastercard,contactless,USD
6103,5404,2026-08-09,122.76,credit,POS,dining,0,0.0,TN,700,mastercard,chip,USD
6104,10478,2026-09-24,22.77,debit,POS,travel,0,0.0,MO,824,visa,chip,USD
6105,5141,2026-01-02,6.91,debit,POS,travel,0,0.0,MA,686,visa,chip,USD
6106,7423,2026-03-06,61.94,debit,POS,grocery,0,0.0,MO,741,visa,chip,USD
6107,4395,2026-12-25,17.29,debit,POS,retail,0,0.0,MA,612,amex,contactless,USD
6108,11598,2026-12-13,54.44,credit,POS,grocery,0,0.0,MD,604,mastercard,online,USD
6109,3894,2026-03-19,17.61,credit,ATM,utilities,0,0.0,NJ,620,mastercard,online,USD
6110,1662,2026-11-14,47.72,debit,POS,retail,0,0.0,NY,617,amex,swipe,USD
6111,4493,2026-04-13,11.17,credit,ATM,grocery,0,0.0,AZ,644,visa,chip,USD
6112,13184,2026-02-15,151.05,debit,ONLINE,electronics,0,0.0,AZ,799,visa,swipe,USD
6113,5333,2026-03-10,147.97,credit,POS,utilities,0,0.0,AZ,722,visa,contactless,USD
6114,4899,2026-10-08,113.98,credit,ATM,retail,0,0.0,IL,723,mastercard,chip,USD
6115,5317,2026-01-03,41.73,credit,POS,dining,0,0.0,GA,756,visa,chip,USD
6116,8660,2026-07-24,21.63,credit,POS,utilities,0,0.0,PA,751,amex,online,USD
6117,2978,2026-02-05,33.62,credit,ONLINE,electronics,0,0.0,AZ,690,visa,contactless,USD
6118,12007,2026-08-26,63.38,credit,ONLINE,electronics,0,0.0,CA,591,visa,contactless,USD
6119,7845,2026-02-09,38.38,credit,POS,grocery,0,0.0,FL,768,amex,contactless,USD
6120,9327,2026-12-06,11.21,debit,POS,fuel,0,0.0,WA,752,mastercard,contactless,USD
6121,9837,2026-04-21,240.47,debit,POS,grocery,0,0.0,NY,651,visa,swipe,USD
6122,12865,2026-07-24,4.53,credit,POS,grocery,0,0.0,NJ,848,amex,online,USD
6123,14795,2026-05-11,16.96,credit,POS,retail,0,0.0,FL,689,mastercard,chip,USD
6124,418,2026-01-24,79.01,credit,POS,fuel,0,0.0,IL,799,visa,online,USD
6125,2264,2026-01-19,51.66,debit,ONLINE,fuel,0,0.0,GA,685,visa,chip,USD
6126,846,2026-08-02,20.8,debit,POS,dining,0,0.0,MO,727,visa,chip,USD
6127,6948,2026-11-21,108.71,credit,ATM,utilities,0,0.0,CA,756,discover,chip,USD
6128,12441,2026-06-26,30.79,debit,POS,electronics,0,0.0,AZ,594,discover,swipe,USD
6129,3988,2026-06-14,54.23,credit,POS,dining,0,0.0,NY,732,mastercard,swipe,USD
6130,10682,2026-10-17,43.89,credit,ONLINE,retail,0,0.0,CA,848,amex,contactless,USD
6131,7929,2026-09-02,7.94,credit,POS,utilities,0,0.0,TX,553,mastercard,chip,USD
6132,5108,2026-07-05,7.41,credit,ATM,electronics,0,0.0,WI,671,mastercard,swipe,USD
6133,14803,2026-06-21,32.33,debit,POS,fuel,0,0.0,AZ,760,visa,online,USD
6134,4702,2026-06-19,5.52,debit,POS,electronics,0,0.0,NJ,663,visa,swipe,USD
6135,5559,2026-03-08,107.46,credit,ONLINE,grocery,0,0.0,IN,656,visa,contactless,USD
6136,11945,2026-10-20,452.89,credit,ONLINE,grocery,0,0.0,AZ,704,amex,contactless,USD
6137,5286,2026-11-21,16.99,credit,POS,electronics,0,0.0,OH,728,mastercard,contactless,USD
6138,12176,2026-08-08,10.86,credit,POS,travel,0,0.0,MO,719,mastercard,online,USD
6139,3681,2026-08-08,104.95,debit,POS,fuel,0,0.0,CA,652,visa,contactless,USD
6140,9499,2026-12-23,13.64,debit,ONLINE,utilities,0,0.0,GA,780,mastercard,chip,USD
6141,3137,2026-05-26,26.91,debit,POS,dining,0,0.0,VA,794,mastercard,online,USD
6142,10463,2026-07-12,177.03,credit,ATM,grocery,0,0.0,CA,778,mastercard,chip,USD
6143,14421,2026-06-11,92.25,credit,POS,utilities,0,0.0,NY,779,mastercard,contactless,USD
6144,7356,2026-11-14,121.39,debit,POS,fuel,0,0.0,NC,622,amex,swipe,USD
6145,11235,2026-11-07,90.33,credit,POS,dining,0,0.0,CA,672,discover,chip,USD
6146,4770,2026-07-07,25.62,debit,POS,fuel,0,0.0,IL,820,visa,swipe,USD
6147,13111,2026-08-11,110.64,debit,POS,electronics,0,0.0,FL,634,mastercard,online,USD
6148,883,2026-12-05,37.53,credit,POS,dining,0,0.0,NC,616,mastercard,chip,USD
6149,8869,2026-09-17,36.74,debit,ONLINE,utilities,0,0.0,NJ,660,visa,online,USD
6150,14578,2026-11-13,41.87,credit,ONLINE,grocery,0,0.0,OH,655,mastercard,contactless,USD
6151,273,2026-12-15,45.8,credit,POS,retail,0,0.0,MD,692,amex,contactless,USD
6152,2440,2026-07-27,43.92,debit,ONLINE,utilities,0,0.0,CA,690,visa,contactless,USD
6153,2416,2026-05-06,52.03,debit,ONLINE,dining,0,0.0,TN,801,mastercard,chip,USD
6154,2199,2026-02-04,48.45,credit,POS,electronics,0,0.0,TN,683,visa,chip,USD
6155,8938,2026-10-26,91.94,credit,POS,travel,0,0.0,CA,801,visa,swipe,USD
6156,7994,2026-12-26,37.58,credit,ONLINE,travel,0,0.0,MA,594,visa,swipe,USD
6157,13089,2026-08-17,4.8,debit,ONLINE,electronics,0,0.0,CA,579,visa,swipe,USD
6158,10700,2026-07-09,112.38,debit,POS,fuel,0,0.0,NJ,837,amex,chip,USD
6159,675,2026-09-23,147.2,credit,POS,fuel,0,0.0,TN,762,visa,online,USD
6160,6817,2026-08-19,142.91,credit,ONLINE,travel,0,0.0,IN,659,discover,swipe,USD
6161,4194,2026-12-11,11.2,credit,ONLINE,retail,0,0.0,FL,624,mastercard,chip,USD
6162,1869,2026-04-05,17.5,credit,POS,retail,0,0.0,OH,672,visa,chip,USD
6163,4534,2026-01-14,4.14,debit,POS,dining,0,0.0,AZ,587,visa,chip,USD
6164,2651,2026-06-11,99.93,credit,ONLINE,grocery,0,0.0,MA,620,visa,contactless,USD
6165,9541,2026-09-03,10.07,credit,POS,travel,0,0.0,TX,642,visa,contactless,USD
6166,10735,2026-12-08,133.96,credit,POS,travel,0,0.0,NC,834,mastercard,swipe,USD
6167,7368,2026-10-01,26.3,debit,ONLINE,travel,0,0.0,NY,734,visa,chip,USD
6168,14356,2026-06-25,59.37,debit,POS,dining,0,0.0,PA,786,mastercard,online,USD
6169,7938,2026-04-23,53.78,debit,POS,grocery,0,0.0,IN,725,mastercard,swipe,USD
6170,5017,2026-01-03,28.21,credit,POS,grocery,0,0.0,TX,629,visa,contactless,USD
6171,8133,2026-07-25,65.9,credit,POS,retail,0,0.0,TN,602,visa,online,USD
6172,3874,2026-11-05,11.6,debit,ONLINE,dining,0,0.0,PA,609,mastercard,chip,USD
6173,2002,2026-05-20,112.52,credit,ONLINE,retail,0,0.0,CA,650,amex,online,USD
6174,9596,2026-12-11,23.89,credit,ONLINE,fuel,0,0.0,IL,693,amex,chip,USD
6175,1236,2026-02-27,20.71,credit,ONLINE,electronics,0,0.0,IL,640,mastercard,swipe,USD
6176,8509,2026-03-23,30.79,debit,POS,utilities,0,0.0,CA,697,visa,online,USD
6177,6928,2026-01-18,123.46,debit,ATM,grocery,0,0.0,GA,682,mastercard,chip,USD
6178,11279,2026-08-21,42.54,debit,POS,utilities,0,0.0,NJ,724,visa,swipe,USD
6179,2884,2026-08-07,401.24,debit,POS,fuel,0,0.0,CA,785,visa,swipe,USD
6180,12364,2026-09-13,33.22,credit,POS,travel,0,0.0,NY,748,mastercard,chip,USD
6181,11101,2026-08-18,28.59,credit,POS,fuel,0,0.0,TX,768,visa,chip,USD
